"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","cleaned","score","date","time","zipcode","rnum","zcode"
"1082",1269,"#subway #nyc @ 14th Street – Eighth Avenue https://t.co/SF4m9xptIQ",FALSE,0,NA,"2015-10-02 12:07:47",FALSE,NA,649918699344953344,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","cheluiseng",0,FALSE,FALSE,-74.002533,40.739779,"subway nycth Street – Eighth Avenue",0,2015-10-02,"12:07:47","a",1088,10011
"1083",1270,"#empirestatebuilding #manhattan #newyork #empire @ Empire State Building https://t.co/CYQlqQEUQw",FALSE,1,NA,"2015-10-02 12:07:36",FALSE,NA,649918651802472448,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Patryczon",0,FALSE,FALSE,-73.98562585,40.74880257,"empirestatebuilding manhattan newyork empireEmpire State Building",0,2015-10-02,"12:07:36","a",1089,10118
"1084",1271,"Delays on #I95 NB from Exit 4B - Cross Bronx Expressway to 3rd Avenue; Exit 3 http://t.co/8695f2K1HP",FALSE,0,NA,"2015-10-02 12:07:35",FALSE,NA,649918650821005312,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.876899,40.836498,"Delays on I NB from Exit BCross Bronx Expressway to rd Avenue Exit",-1,2015-10-02,"12:07:35","a",1090,10472
"1085",1272,"Delays on #I95 NB from Exit 4B - Cross Bronx Expressway to 3rd Avenue; Exit 3 http://t.co/BpFr6vICkH",FALSE,0,NA,"2015-10-02 12:07:35",FALSE,NA,649918650242232320,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.876899,40.836498,"Delays on I NB from Exit BCross Bronx Expressway to rd Avenue Exit",-1,2015-10-02,"12:07:35","a",1091,10472
"1086",1273,"This guy again #Friday #Defender #Joaquin #2015 @ Equinox Greenwich Avenue https://t.co/OkX96VYPjR",FALSE,0,NA,"2015-10-02 12:05:17",FALSE,NA,649918068488073216,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bordonez",0,FALSE,FALSE,-74.0020294,40.7374916,"This guy again Friday Defender JoaquinEquinox Greenwich Avenue",1,2015-10-02,"12:05:17","a",1092,10014
"1087",1274,"Tri-State Area Braces For More Rain, Approaching Hurricane: Parts of the Tri-State area are bracing for another day… http://t.co/n62h543spU",FALSE,0,NA,"2015-10-02 12:01:04",FALSE,NA,649917010625753088,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NewYorkCP",0,FALSE,FALSE,-74.00001602,40.71669795,"TriState Area Braces For More Rain Approaching Hurricane Parts of the TriState area are bracing for another day…",0,2015-10-02,"12:01:04","a",1093,10013
"1088",1275,"Spent your day at West Village...Just at 'her' #house <ed><U+00A0><U+00BD><ed><U+00B2><U+0084>
#CarrieBradshaw #WestVillage #nyc… https://t.co/OozEPDtRs6",FALSE,0,NA,"2015-10-02 11:56:30",FALSE,NA,649915857813008384,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","evitathysiadou",0,FALSE,FALSE,-73.99783165,40.74107144,"Spent your day at West VillageJust at her house edUAUBDedUBU
CarrieBradshaw WestVillage nyc…",0,2015-10-02,"11:56:30","a",1094,10011
"1089",1276,"Tip top on a rainy day. #NYC #funwithlandmarks @ Empire State Building https://t.co/UIM4RJzyuJ",FALSE,2,NA,"2015-10-02 11:56:17",FALSE,NA,649915806860480512,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LanceUlanoff",1,FALSE,FALSE,-73.98562585,40.74880257,"Tip top on a rainy day NYC funwithlandmarksEmpire State Building",1,2015-10-02,"11:56:17","a",1095,10118
"1090",1277,"Another movie/tv show being filmed on my block... I just care about… https://t.co/QVfT8OisH9",FALSE,0,NA,"2015-10-02 11:52:40",FALSE,NA,649914896839258112,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","keemel80",0,FALSE,FALSE,-73.92388988,40.86676849,"Another movietv show being filmed on my block I just care about…",0,2015-10-02,"11:52:40","a",1096,10034
"1091",1278,"#Friday feels <ed><U+00A0><U+00BD><ed><U+00B4><U+00AE><ed><U+00A0><U+00BD><ed><U+00B4><U+00AE><ed><U+00A0><U+00BD><ed><U+00B4><U+00AE> #Wild #Joaquin @ New York Sports Club Avenue A https://t.co/fJZh2EwF5W",FALSE,0,NA,"2015-10-02 11:50:32",FALSE,NA,649914359548915712,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bordonez",0,FALSE,FALSE,-73.985199,40.7231712,"Friday feels edUAUBDedUBUAEedUAUBDedUBUAEedUAUBDedUBUAE Wild JoaquinNew York Sports Club Avenue A",-1,2015-10-02,"11:50:32","a",1097,10009
"1092",1280,"Incident on #QLine BOTHDIR at Coney Island-Stillwell Avenue Station http://t.co/affVCRP0Xg",FALSE,0,NA,"2015-10-02 11:33:37",FALSE,NA,649910102871425024,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.981204,40.57564,"Incident on QLine BOTHDIR at Coney IslandStillwell Avenue Station",0,2015-10-02,"11:33:37","a",1098,11224
"1093",1281,"Incident on #QLine BOTHDIR at Coney Island-Stillwell Avenue Station http://t.co/UdEvJsCu79",FALSE,0,NA,"2015-10-02 11:33:37",FALSE,NA,649910102309404672,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",1,FALSE,FALSE,-73.981204,40.57564,"Incident on QLine BOTHDIR at Coney IslandStillwell Avenue Station",0,2015-10-02,"11:33:37","a",1099,11224
"1094",1284,"GMS World User has just posted new point of interest My Location to #GMSWorld. Check it out at http://t.co/oeWuVwIafi http://t.co/mUOp701mFr",FALSE,0,NA,"2015-10-02 11:23:49",FALSE,NA,649907633088950272,NA,"<a href=""http://www.gms-world.net/"" rel=""nofollow"">Landmark Manager Web</a>","geolocationms",0,FALSE,FALSE,-74.033707,40.619314,"GMS World User has just posted new point of interest My Location to GMSWorld Check it out at",0,2015-10-02,"11:23:49","a",1100,11209
"1095",1285,"In the peaceful times, hard to not think about all the history in this building. #PreWar… https://t.co/lTRj7z6UQL",FALSE,0,NA,"2015-10-02 11:23:13",FALSE,NA,649907482064764928,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","beckbeck11",0,FALSE,FALSE,-73.96143018,40.79997251,"In the peaceful times hard to not think about all the history in this building PreWar…",0,2015-10-02,"11:23:13","a",1101,10025
"1096",1286,"@Luke5SOS alright I walked out of the house when you tweeted and now I'm locked out can I take your keys #Money5SOS",FALSE,1,"Luke5SOS","2015-10-02 11:22:38",FALSE,649906898750193664,649907337239633920,403245020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sadmichaelstan",0,FALSE,FALSE,-74.00788879,40.73564148,"alright I walked out of the house when you tweeted and now Im locked out can I take your keys MoneySOS",0,2015-10-02,"11:22:38","a",1102,10014
"1097",1287,"Delays on #I278 EB from Metropolitan Avenue; Williamsburg Bridge to Queens-Kings County Line; Koskuisko Bridge http://t.co/rzi453DyRc",FALSE,0,NA,"2015-10-02 11:22:10",FALSE,NA,649907219916554240,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.953002,40.714,"Delays on I EB from Metropolitan Avenue Williamsburg Bridge to QueensKings County Line Koskuisko Bridge",-1,2015-10-02,"11:22:10","a",1103,11211
"1098",1288,"Delays on #I278 EB from Metropolitan Avenue; Williamsburg Bridge to Queens-Kings County Line; Koskuisko Bridge http://t.co/J5pAFu6ABP",FALSE,0,NA,"2015-10-02 11:22:10",FALSE,NA,649907219341930496,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",1,FALSE,FALSE,-73.953002,40.714,"Delays on I EB from Metropolitan Avenue Williamsburg Bridge to QueensKings County Line Koskuisko Bridge",-1,2015-10-02,"11:22:10","a",1104,11211
"1099",1289,"I'm at Lexington Avenue in New York, NY https://t.co/jhbnfS75mS",FALSE,0,NA,"2015-10-02 11:21:42",FALSE,NA,649907102778019840,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","P_LOCA",0,FALSE,FALSE,-73.97115984,40.75777939,"Im at Lexington Avenue in New York NY",0,2015-10-02,"11:21:42","a",1105,10022
"1100",1290,"Update: Construction on #74190Bus at Main Avenue:Paulison Avenue http://t.co/owQS8yVx0O",FALSE,0,NA,"2015-10-02 11:12:10",FALSE,NA,649904702147198976,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.122406,40.852954,"Update Construction on Bus at Main AvenuePaulison Avenue",0,2015-10-02,"11:12:10","a",1106,7055
"1101",1291,"Update: Construction on #74190Bus at Main Avenue:Paulison Avenue http://t.co/oQXkjV6GJy",FALSE,0,NA,"2015-10-02 11:12:10",FALSE,NA,649904701367033856,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511nyNJ",0,FALSE,FALSE,-74.122406,40.852954,"Update Construction on Bus at Main AvenuePaulison Avenue",0,2015-10-02,"11:12:10","a",1107,7055
"1102",1292,"Kacy okay kid lets kill it! #live #love #motivate #sculpt #celebrityfitnessguru (@ Abington House Gym) https://t.co/xLcfQB9Qsy",FALSE,0,NA,"2015-10-02 11:10:49",FALSE,NA,649904361963978752,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","jesgordon",0,FALSE,FALSE,-74.00152513,40.75210013,"Kacy okay kid lets kill it live love motivate sculpt celebrityfitnessguruAbington House Gym",0,2015-10-02,"11:10:49","a",1108,10001
"1103",1293,"Nor'easter-Like Storm to Batter Tri-State as Joaqiun Tracks Away: The tri-state area braced for a powerful… http://t.co/XJwXMDJ4jI",FALSE,0,NA,"2015-10-02 10:57:08",FALSE,NA,649900918876405760,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NewYorkCP",0,FALSE,FALSE,-74.00001602,40.71669795,"NoreasterLike Storm to Batter TriState as Joaqiun Tracks Away The tristate area braced for a powerful…",0,2015-10-02,"10:57:08","a",1109,10013
"1104",1294,"Day 47 - October 1, 2015 - Beautiful building for a the start of an… https://t.co/J8j3k19q6Q",FALSE,0,NA,"2015-10-02 10:54:46",FALSE,NA,649900324250103808,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mjobaliaphoto",0,FALSE,FALSE,-73.98562585,40.74880257,"DayOctoberBeautiful building for a the start of an…",0,2015-10-02,"10:54:46","a",1110,10118
"1105",1295,"The Empire State Building tower lights in pink on a rainy first night of October, which is Breast… https://t.co/J97Mi5van3",FALSE,1,NA,"2015-10-02 10:52:06",FALSE,NA,649899651903193088,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nyclovesnyc",0,FALSE,FALSE,-73.97452635,40.75812431,"The Empire State Building tower lights in pink on a rainy first night of October which is Breast…",0,2015-10-02,"10:52:06","a",1111,10022
"1106",1296,"Delays on #I278 WB from Zerega Avenue to Bronx River Avenue http://t.co/zvwvAxXxEw",FALSE,0,NA,"2015-10-02 10:51:42",FALSE,NA,649899552842117120,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.843902,40.8283,"Delays on I WB from Zerega Avenue to Bronx River Avenue",-1,2015-10-02,"10:51:42","a",1112,10462
"1107",1297,"Delays on #I278 WB from Zerega Avenue to Bronx River Avenue http://t.co/bCTjDd8FgH",FALSE,0,NA,"2015-10-02 10:51:42",FALSE,NA,649899552280068096,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.843902,40.8283,"Delays on I WB from Zerega Avenue to Bronx River Avenue",-1,2015-10-02,"10:51:42","a",1113,10462
"1108",1298,"Delays on #I95 SB from Zerega Avenue to 3rd Avenue; Exit 3 http://t.co/ipckgaL8DL",FALSE,0,NA,"2015-10-02 10:49:23",FALSE,NA,649898968734953472,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.843803,40.827999,"Delays on I SB from Zerega Avenue to rd Avenue Exit",-1,2015-10-02,"10:49:23","a",1114,10462
"1109",1299,"Delays on #I95 SB from Zerega Avenue to 3rd Avenue; Exit 3 http://t.co/oVIie2lQzC",FALSE,0,NA,"2015-10-02 10:49:23",FALSE,NA,649898968009146368,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.843803,40.827999,"Delays on I SB from Zerega Avenue to rd Avenue Exit",-1,2015-10-02,"10:49:23","a",1115,10462
"1110",1300,"Update: Delays on #I278 EB from 5th Avenue to Exit 28B - Brooklyn Bridge http://t.co/pvC9xMgNwK",FALSE,0,NA,"2015-10-02 10:46:22",FALSE,NA,649898208173404160,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.018997,40.636798,"Update Delays on I EB from th Avenue to Exit BBrooklyn Bridge",-1,2015-10-02,"10:46:22","a",1116,11220
"1111",1301,"Update: Delays on #I278 EB from 5th Avenue to Exit 28B - Brooklyn Bridge http://t.co/vxPbq7JNYH",FALSE,0,NA,"2015-10-02 10:46:21",FALSE,NA,649898207569420288,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-74.018997,40.636798,"Update Delays on I EB from th Avenue to Exit BBrooklyn Bridge",-1,2015-10-02,"10:46:21","a",1117,11220
"1112",1303,"Good morning Nyc @ Empire State Building https://t.co/Jkl3rII7pq",FALSE,1,NA,"2015-10-02 10:28:16",FALSE,NA,649893655227035648,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JALYDJ",0,FALSE,FALSE,-73.98562585,40.74880257,"Good morning NycEmpire State Building",1,2015-10-02,"10:28:16","a",1118,10118
"1113",1304,"I'm at The House of Me in New York, NY https://t.co/ejYVlkqj9e",FALSE,0,NA,"2015-10-02 10:07:03",FALSE,NA,649888317044064256,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","angelindiskies",0,FALSE,FALSE,-73.93010371,40.86107855,"Im at The House of Me in New York NY",0,2015-10-02,"10:07:03","a",1119,10040
"1114",1305,"GMS World User has just posted new point of interest My Location to #GMSWorld. Check it out at http://t.co/qcJeXlOGVo",FALSE,0,NA,"2015-10-02 09:59:15",FALSE,NA,649886350922018816,NA,"<a href=""http://www.gms-world.net/"" rel=""nofollow"">Landmark Manager Web</a>","geolocationms",0,FALSE,FALSE,-74.033721,40.619331,"GMS World User has just posted new point of interest My Location to GMSWorld Check it out at",0,2015-10-02,"09:59:15","a",1120,11209
"1115",1306,"Delays on #I278 EB from Exit 24  - NY 27; Prospect Expressway Exit to Exit 26 - Hamilton Avenue http://t.co/pvC9xMgNwK",FALSE,0,NA,"2015-10-02 09:49:37",FALSE,NA,649883929483288576,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.996299,40.665298,"Delays on I EB from ExitNYProspect Expressway Exit to ExitHamilton Avenue",-1,2015-10-02,"09:49:37","a",1121,11232
"1116",1307,"Delays on #I278 EB from Exit 24  - NY 27; Prospect Expressway Exit to Exit 26 - Hamilton Avenue http://t.co/vxPbq7JNYH",FALSE,0,NA,"2015-10-02 09:49:37",FALSE,NA,649883928849944576,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.996299,40.665298,"Delays on I EB from ExitNYProspect Expressway Exit to ExitHamilton Avenue",-1,2015-10-02,"09:49:37","a",1122,11232
"1117",1308,"I'm at Eastern Parkway &amp; Utica Avenue in Brooklyn, NY https://t.co/Ap7t7zme9I",FALSE,0,NA,"2015-10-02 09:49:31",FALSE,NA,649883904908873728,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","P_LOCA",0,FALSE,FALSE,-73.93233396,40.66850675,"Im at Eastern Parkway amp Utica Avenue in Brooklyn NY",0,2015-10-02,"09:49:31","a",1123,11213
"1118",1309,"Full house apoyo 100% para @jbalvin NY loves you goshero<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> @ Opus Lounge NYC https://t.co/cDMyMsRK3k",FALSE,6,NA,"2015-10-02 09:41:47",FALSE,NA,649881956977655808,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AlexSensation",1,FALSE,FALSE,-73.92011917,40.861042,"Full house apoyoparaNY loves you gosheroedUAUBDedUBUedUAUBDedUBUFedUAUBCedUBFUBBedUAUBDedUBUFedUAUBCedUBFUBBedUAUBDedUBUFedUAUBCedUBFUBBOpus Lounge NYC",1,2015-10-02,"09:41:47","a",1124,10034
"1119",1312,"Update: Construction on #I278 BOTHDIR from Havemeyer Avenue to Balcom Avenue http://t.co/sngsF6fffa",FALSE,0,NA,"2015-10-02 09:03:40",FALSE,NA,649872364172349440,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.845001,40.828098,"Update Construction on I BOTHDIR from Havemeyer Avenue to Balcom Avenue",0,2015-10-02,"09:03:40","a",1127,10462
"1120",1313,"Update: Construction on #I278 BOTHDIR from Havemeyer Avenue to Balcom Avenue http://t.co/7ZJZGhD4ek",FALSE,0,NA,"2015-10-02 09:03:40",FALSE,NA,649872363560017920,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.845001,40.828098,"Update Construction on I BOTHDIR from Havemeyer Avenue to Balcom Avenue",0,2015-10-02,"09:03:40","a",1128,10462
"1121",1314,"Update: Construction on #I278 WB at Exit 4- Forest Avenue; I-278 http://t.co/Qg6tUkZ5BH",FALSE,0,NA,"2015-10-02 09:03:35",FALSE,NA,649872345927131136,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.179496,40.626201,"Update Construction on I WB at ExitForest Avenue I",0,2015-10-02,"09:03:35","a",1129,10303
"1122",1315,"Update: Construction on #I278 WB at Exit 4- Forest Avenue; I-278 http://t.co/uNGEjCnijX",FALSE,0,NA,"2015-10-02 09:03:35",FALSE,NA,649872345335734272,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-74.179496,40.626201,"Update Construction on I WB at ExitForest Avenue I",0,2015-10-02,"09:03:35","a",1130,10303
"1123",1316,"New Event: Indie Band Other Lives @ BAM Howard Gilman Opera House (Brooklyn, NY) http://t.co/mswRzr8TmO http://t.co/AQWElPQiwa",FALSE,0,NA,"2015-10-02 08:43:24",FALSE,NA,649867263575724032,NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarTampa",0,FALSE,FALSE,-73.977705,40.686462,"New Event Indie Band Other LivesBAM Howard Gilman Opera House Brooklyn NY",0,2015-10-02,"08:43:24","a",1131,11217
"1124",1317,"New Event: Indie Band Other Lives @ BAM Howard Gilman Opera House (Brooklyn, NY) http://t.co/bPWB8nxJWj http://t.co/JSbsVwkbJ1",FALSE,0,NA,"2015-10-02 08:42:12",FALSE,NA,649866961917214720,NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarSTL",0,FALSE,FALSE,-73.977705,40.686462,"New Event Indie Band Other LivesBAM Howard Gilman Opera House Brooklyn NY",0,2015-10-02,"08:42:12","a",1132,11217
"1125",1318,"New Event: Indie Band Other Lives @ BAM Howard Gilman Opera House (Brooklyn, NY) http://t.co/9YHejRfmcF http://t.co/R3qrul3MKW",FALSE,0,NA,"2015-10-02 08:40:55",FALSE,NA,649866639966646272,NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarSA",0,FALSE,FALSE,-73.977705,40.686462,"New Event Indie Band Other LivesBAM Howard Gilman Opera House Brooklyn NY",0,2015-10-02,"08:40:55","a",1133,11217
"1126",1319,"New Event: Indie Band Other Lives @ BAM Howard Gilman Opera House (Brooklyn, NY) http://t.co/NiFRp0AXGG http://t.co/gmZGA5bpDy",FALSE,0,NA,"2015-10-02 08:39:02",FALSE,NA,649866164626169856,NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarNewYork",0,FALSE,FALSE,-73.977705,40.686462,"New Event Indie Band Other LivesBAM Howard Gilman Opera House Brooklyn NY",0,2015-10-02,"08:39:02","a",1134,11217
"1127",1320,"New Event: Indie Band Other Lives @ BAM Howard Gilman Opera House (Brooklyn, NY) http://t.co/dcwrY0fCSV http://t.co/cHwNXQaFAx",FALSE,0,NA,"2015-10-02 08:38:35",FALSE,NA,649866054026575872,NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarCLE",0,FALSE,FALSE,-73.977705,40.686462,"New Event Indie Band Other LivesBAM Howard Gilman Opera House Brooklyn NY",0,2015-10-02,"08:38:35","a",1135,11217
"1128",1321,"New Event: Indie Band Other Lives @ BAM Howard Gilman Opera House (Brooklyn, NY) http://t.co/NdfQrUJ3mH http://t.co/KSSsMZgn67",FALSE,0,NA,"2015-10-02 08:37:27",FALSE,NA,649865768893591552,NA,"<a href=""http://www.goldstar.com"" rel=""nofollow"">Goldstar</a>","GoldstarChar",0,FALSE,FALSE,-73.977705,40.686462,"New Event Indie Band Other LivesBAM Howard Gilman Opera House Brooklyn NY",0,2015-10-02,"08:37:27","a",1136,11217
"1129",1322,"GMS World User has just posted new point of interest My Location to #GMSWorld. Check it out at http://t.co/VHqNUKmMRm http://t.co/pAsqL7aZzb",FALSE,0,NA,"2015-10-02 08:00:49",FALSE,NA,649856549960073216,NA,"<a href=""http://www.gms-world.net/"" rel=""nofollow"">Landmark Manager Web</a>","geolocationms",0,FALSE,FALSE,-73.950915,40.639971,"GMS World User has just posted new point of interest My Location to GMSWorld Check it out at",0,2015-10-02,"08:00:49","a",1137,11226
"1130",1323,"GMS World User has just posted new point of interest My Location to #GMSWorld. Check it out at http://t.co/cValL9MBCu http://t.co/daJQToKmx7",FALSE,0,NA,"2015-10-02 07:45:51",FALSE,NA,649852782002860032,NA,"<a href=""http://www.gms-world.net/"" rel=""nofollow"">Landmark Manager Web</a>","geolocationms",0,FALSE,FALSE,-73.950905,40.63999,"GMS World User has just posted new point of interest My Location to GMSWorld Check it out at",0,2015-10-02,"07:45:51","a",1138,11226
"1131",1328,"Incident on #LLine Manhattan bound at Bedford Avenue Station http://t.co/tccfOhCL3T",FALSE,0,NA,"2015-10-02 07:29:37",FALSE,NA,649848695110914048,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511nyLS",0,FALSE,FALSE,-73.957718,40.717857,"Incident on LLine Manhattan bound at Bedford Avenue Station",0,2015-10-02,"07:29:37","a",1139,11249
"1132",1329,"Incident on #LLine Manhattan bound at Bedford Avenue Station http://t.co/7q2vWJuhtu",FALSE,0,NA,"2015-10-02 07:29:36",FALSE,NA,649848694305607680,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.957718,40.717857,"Incident on LLine Manhattan bound at Bedford Avenue Station",0,2015-10-02,"07:29:36","a",1140,11249
"1133",1330,"Incident on #LLine Manhattan bound at Bedford Avenue Station http://t.co/Uj0NAiB4wT",FALSE,0,NA,"2015-10-02 07:29:36",FALSE,NA,649848693500325888,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",4,FALSE,FALSE,-73.957718,40.717857,"Incident on LLine Manhattan bound at Bedford Avenue Station",0,2015-10-02,"07:29:36","a",1141,11249
"1134",1331,"#PinkOutNYC 
#StandWithPP @ Empire State Building https://t.co/c05ajOAAv3",FALSE,1,NA,"2015-10-02 07:23:48",FALSE,NA,649847230883491840,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tweetdotbmp",0,FALSE,FALSE,-73.98562585,40.74880257,"PinkOutNYC 
StandWithPPEmpire State Building",0,2015-10-02,"07:23:48","a",1142,10118
"1135",1332,"Achievement Unlocked: Move Into your First Apartment <U+2705> #Unpacking #RealLife #Brooklyn #CobbleHill <ed><U+00A0><U+00BC><ed><U+00BC><U+0083><ed><U+00A0><U+00BD><ed><U+00B7><U+00BD><ed><U+00A0><U+00BC><ed><U+00BC><U+0087>… https://t.co/mtL2yFHJKy",FALSE,2,NA,"2015-10-02 07:15:30",FALSE,NA,649845145920217088,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NeilSchloth",0,FALSE,FALSE,-74.0001068,40.6941299,"Achievement Unlocked Move Into your First Apartment U Unpacking RealLife Brooklyn CobbleHill edUAUBCedUBCUedUAUBDedUBUBDedUAUBCedUBCU…",1,2015-10-02,"07:15:30","a",1143,11201
"1136",1333,"<ed><U+00A0><U+00BD><ed><U+00B2><U+00A5> SUPPORT THE CAUSE <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5> 

ON THURSDAY, OCTOBER 1, 2015, THE EMPIRE STATE BUILDING WAS LIT PINK IN HONOR… https://t.co/3xPSIhAN5T",FALSE,1,NA,"2015-10-02 07:10:48",FALSE,NA,649843960962281472,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PkiLLERTRACkZ",0,FALSE,FALSE,-73.99385998,40.75671687,"edUAUBDedUBUA SUPPORT THE CAUSE edUAUBDedUBUA 

ON THURSDAY OCTOBERTHE EMPIRE STATE BUILDING WAS LIT PINK IN HONOR…",1,2015-10-02,"07:10:48","a",1144,10018
"1137",1334,"The picture say all @ 5th Avenue https://t.co/qxQlAmJPke",FALSE,0,NA,"2015-10-02 07:09:44",FALSE,NA,649843692375789568,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","edgardaugustor",0,FALSE,FALSE,-73.97423871,40.76263957,"The picture say allth Avenue",0,2015-10-02,"07:09:44","a",1145,10019
"1138",1335,"Try http://t.co/MSuWBtoC2s 819 West Side Avenue #Side #menu",FALSE,0,NA,"2015-10-02 06:26:41",FALSE,NA,649832857074995200,NA,"<a href=""http://dinehere.us"" rel=""nofollow"">dine here</a>","dine_here",0,FALSE,FALSE,-74.05894074,40.73444463,"TryWest Side Avenue Side menu",0,2015-10-02,"06:26:41","a",1146,7306
"1139",1336,"Day 20: Having a ganders at this lovely building. @ Grand Central Terminal https://t.co/IU83nnketW",FALSE,0,NA,"2015-10-02 06:04:24",FALSE,NA,649827249915568128,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LCrowth",0,FALSE,FALSE,-73.97740796,40.75261775,"DayHaving a ganders at this lovely buildingGrand Central Terminal",1,2015-10-02,"06:04:24","a",1147,10017
